geneID,Gene.Name,Gene.stable.ID,Subject.sequence.ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Protein.annotations
gene20506,slc25a12,ENSPMEG00000004474,sp|O75746|CMC1_HUMAN,267.4548035,-2.282003698,0.249984649,-9.128575317,6.94E-20,1.28E-17,Calcium-binding mitochondrial carrier protein Aralar1 OS=Homo sapiens GN=SLC25A12 PE=1 SV=2
gene17001,lacc1,ENSPMEG00000020792,sp|Q8IV20|LACC1_HUMAN,376.3932525,2.127245666,0.233391199,9.114506784,7.90E-20,1.45E-17,Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=2 SV=1
gene24761,pcsk9,ENSPMEG00000017117,sp|Q8NBP7|PCSK9_HUMAN,103.2478052,3.772784502,0.414506,9.101881526,8.88E-20,1.61E-17,Proprotein convertase subtilisin/kexin type 9 OS=Homo sapiens GN=PCSK9 PE=1 SV=3
gene4045,LOC106915061,NA,NA,1014.10662,1.421659022,0.156407485,9.089456471,9.95E-20,1.79E-17,NA
gene6081,LOC106917288,ENSPMEG00000022955,sp|Q13322|GRB10_HUMAN,154.4369372,2.236395089,0.246125546,9.08639969,1.02E-19,1.83E-17,Growth factor receptor-bound protein 10 OS=Homo sapiens GN=GRB10 PE=1 SV=2
gene11922,nr1d1,ENSPMEG00000007733,sp|P20393|NR1D1_HUMAN,154.0625553,2.694081225,0.298124667,9.036760525,1.61E-19,2.85E-17,Nuclear receptor subfamily 1 group D member 1 OS=Homo sapiens GN=NR1D1 PE=1 SV=1
gene20180,atp2b3,ENSPMEG00000018020,sp|Q01814|AT2B2_HUMAN,175.9355876,-2.506569811,0.277896169,-9.019807001,1.88E-19,3.30E-17,Plasma membrane calcium-transporting ATPase 2 OS=Homo sapiens GN=ATP2B2 PE=1 SV=2
gene4535,cd274,NA,sp|Q9BQ51|PD1L2_HUMAN,299.3375079,1.885880556,0.209291798,9.010771456,2.05E-19,3.56E-17,Programmed cell death 1 ligand 2 OS=Homo sapiens GN=PDCD1LG2 PE=1 SV=2
gene13300,LOC106925171,ENSPMEG00000023125,sp|Q9GZV3|SC5A7_HUMAN,208.3053102,-2.723119553,0.302893878,-8.990342008,2.46E-19,4.25E-17,High affinity choline transporter 1 OS=Homo sapiens GN=SLC5A7 PE=1 SV=1
gene2957,LOC106913865,ENSPMEG00000007168,NA,1010.77593,2.050164152,0.228243192,8.982367155,2.65E-19,4.53E-17,NA
gene22564,sod1,ENSPMEG00000007410,sp|P00441|SODC_HUMAN,552.5982996,-2.152798968,0.239922255,-8.972902355,2.89E-19,4.90E-17,Superoxide dismutase [Cu-Zn] OS=Homo sapiens GN=SOD1 PE=1 SV=2
gene2294,LOC106905422,ENSPMEG00000006446,sp|Q9Y376|CAB39_HUMAN,816.9990139,1.259681598,0.140580098,8.960596983,3.23E-19,5.44E-17,Calcium-binding protein 39 OS=Homo sapiens GN=CAB39 PE=1 SV=1
gene29813,LOC106911825,ENSPMEG00000019616,sp|P10176|COX8A_HUMAN,315.8019457,2.193974215,0.244966035,8.95623841,3.36E-19,5.61E-17,"Cytochrome c oxidase subunit 8A, mitochondrial OS=Homo sapiens GN=COX8A PE=1 SV=2"
gene8129,LOC106919519,ENSPMEG00000012714,sp|Q9Y6R1|S4A4_HUMAN,1619.977563,-6.742474307,0.754485878,-8.936514921,4.02E-19,6.66E-17,Electrogenic sodium bicarbonate cotransporter 1 OS=Homo sapiens GN=SLC4A4 PE=1 SV=1
gene31460,LOC106913543,NA,NA,75.1682321,2.325637054,0.260388263,8.931420441,4.21E-19,6.92E-17,NA
gene13464,LOC106925345,NA,sp|Q7RTR2|NLRC3_HUMAN,988.0235757,0.999018607,0.112345247,8.892397612,5.98E-19,9.76E-17,Protein NLRC3 OS=Homo sapiens GN=NLRC3 PE=2 SV=2
gene14203,wfdc1,ENSPMEG00000013679,sp|Q9HC57|WFDC1_HUMAN,91.77371906,2.146705436,0.241895179,8.874527586,7.02E-19,1.14E-16,WAP four-disulfide core domain protein 1 OS=Homo sapiens GN=WFDC1 PE=2 SV=2
gene12920,LOC106924754,ENSPMEG00000015788,sp|P13674|P4HA1_HUMAN,234.3732222,1.065877159,0.120563491,8.840795386,9.50E-19,1.53E-16,Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens GN=P4HA1 PE=1 SV=2
gene11936,LOC106923665,ENSPMEG00000007165,sp|Q15286|RAB35_HUMAN,749.4692658,1.018285841,0.115838946,8.79053096,1.49E-18,2.37E-16,Ras-related protein Rab-35 OS=Homo sapiens GN=RAB35 PE=1 SV=1
gene17234,LOC106929429,ENSPMEG00000012281,sp|P07384|CAN1_HUMAN,848.4611137,-1.339318913,0.152505932,-8.782077489,1.60E-18,2.54E-16,Calpain-1 catalytic subunit OS=Homo sapiens GN=CAPN1 PE=1 SV=1
gene24374,LOC106905964,NA,sp|Q8NHV1|GIMA7_HUMAN,419.9119722,4.428465749,0.504995343,8.769319971,1.80E-18,2.82E-16,GTPase IMAP family member 7 OS=Homo sapiens GN=GIMAP7 PE=1 SV=1
gene14551,LOC106926534,ENSPMEG00000022838,sp|Q5GH72|XKR7_HUMAN,32.54323582,5.645401378,0.644143972,8.764191894,1.88E-18,2.91E-16,XK-related protein 7 OS=Homo sapiens GN=XKR7 PE=2 SV=1
gene29648,LOC106911647,NA,sp|P55017|S12A3_HUMAN,402.5992765,-2.319794318,0.2646805,-8.764507845,1.88E-18,2.91E-16,Solute carrier family 12 member 3 OS=Homo sapiens GN=SLC12A3 PE=1 SV=3
gene11139,mpc1,ENSPMEG00000014905,sp|Q9Y5U8|MPC1_HUMAN,1721.538133,-1.628013302,0.185847192,-8.759956426,1.95E-18,3.00E-16,Mitochondrial pyruvate carrier 1 OS=Homo sapiens GN=MPC1 PE=1 SV=1
gene12334,rogdi,ENSPMEG00000013924,sp|Q9GZN7|ROGDI_HUMAN,85.48790713,-2.428400445,0.277402992,-8.754052818,2.06E-18,3.14E-16,Protein rogdi homolog OS=Homo sapiens GN=ROGDI PE=1 SV=1
gene24581,LOC106906191,NA,sp|Q8NB16|MLKL_HUMAN,163.7288699,1.997515841,0.228947797,8.724765483,2.67E-18,4.04E-16,Mixed lineage kinase domain-like protein OS=Homo sapiens GN=MLKL PE=1 SV=1
gene14856,LOC106926854,ENSPMEG00000011042,sp|Q8NHV1|GIMA7_HUMAN,966.8015815,2.152077657,0.247396787,8.698890885,3.35E-18,5.04E-16,GTPase IMAP family member 7 OS=Homo sapiens GN=GIMAP7 PE=1 SV=1
gene9268,LOC106920760,ENSPMEG00000012352,sp|P02144|MYG_HUMAN,4491.252868,2.313636117,0.267233382,8.657736158,4.81E-18,7.19E-16,Myoglobin OS=Homo sapiens GN=MB PE=1 SV=2
gene10177,LOC106921764,ENSPMEG00000003565,sp|Q00005|2ABB_HUMAN,396.7551151,-1.814502528,0.209920012,-8.6437806,5.44E-18,8.07E-16,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform OS=Homo sapiens GN=PPP2R2B PE=1 SV=1
gene15500,rhcg,ENSPMEG00000006777,sp|Q9UBD6|RHCG_HUMAN,8614.124944,-2.353647955,0.272380301,-8.641035899,5.57E-18,8.21E-16,Ammonium transporter Rh type C OS=Homo sapiens GN=RHCG PE=1 SV=1
gene12443,ppargc1b,ENSPMEG00000011430,sp|Q86YN6|PRGC2_HUMAN,475.2417267,1.359390743,0.157447331,8.633939576,5.93E-18,8.67E-16,Peroxisome proliferator-activated receptor gamma coactivator 1-beta OS=Homo sapiens GN=PPARGC1B PE=1 SV=2
gene8989,foxf1,ENSPMEG00000005906,sp|Q12946|FOXF1_HUMAN,167.9879652,1.87656132,0.217729405,8.618777621,6.77E-18,9.83E-16,Forkhead box protein F1 OS=Homo sapiens GN=FOXF1 PE=1 SV=2
gene25921,LOC106907638,ENSPMEG00000001007,sp|P02008|HBAZ_HUMAN,22061.09686,3.36332598,0.3911092,8.599455041,8.01E-18,1.16E-15,Hemoglobin subunit zeta OS=Homo sapiens GN=HBZ PE=1 SV=2
gene15428,LOC106927480,ENSPMEG00000008743,sp|Q9NSC7|SIA7A_HUMAN,83.22834573,-2.762079193,0.322662549,-8.560272017,1.13E-17,1.61E-15,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 OS=Homo sapiens GN=ST6GALNAC1 PE=2 SV=1"
gene4628,grhl3,ENSPMEG00000000843,sp|Q8TE85|GRHL3_HUMAN,1953.988889,1.566805728,0.183539907,8.536594345,1.38E-17,1.97E-15,Grainyhead-like protein 3 homolog OS=Homo sapiens GN=GRHL3 PE=1 SV=3
gene9814,LOC106921378,ENSPMEG00000016536,NA,375.4829686,1.481566604,0.173781635,8.52544979,1.52E-17,2.15E-15,NA
gene4656,pdk3,ENSPMEG00000009789,sp|Q15120|PDK3_HUMAN,332.5860287,1.206617824,0.141858208,8.50580196,1.80E-17,2.53E-15,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial OS=Homo sapiens GN=PDK3 PE=1 SV=1"
gene29618,wbp4,ENSPMEG00000023239,sp|O75554|WBP4_HUMAN,744.1090059,1.984581815,0.233927842,8.483734969,2.18E-17,3.04E-15,WW domain-binding protein 4 OS=Homo sapiens GN=WBP4 PE=1 SV=1
gene17398,LOC106929585,NA,NA,11612.1122,2.2284598,0.263210115,8.466467191,2.53E-17,3.51E-15,NA
gene7235,LOC106918552,ENSPMEG00000023803,sp|Q8WZ64|ARAP2_HUMAN,2617.403173,1.509432147,0.178390379,8.461398849,2.64E-17,3.64E-15,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 2 OS=Homo sapiens GN=ARAP2 PE=1 SV=3"
gene24266,LOC106905857,ENSPMEG00000010536,sp|P13591|NCAM1_HUMAN,854.8236774,3.64105812,0.432141064,8.425624004,3.59E-17,4.91E-15,Neural cell adhesion molecule 1 OS=Homo sapiens GN=NCAM1 PE=1 SV=3
gene31710,LOC106913793,NA,NA,108.6223897,-25.18753739,3.003441184,-8.386226283,5.02E-17,6.83E-15,NA
gene328,LOC106914116,ENSPMEG00000010291,sp|P58335|ANTR2_HUMAN,281.6176729,1.195562039,0.142969403,8.362362971,6.15E-17,8.31E-15,Anthrax toxin receptor 2 OS=Homo sapiens GN=ANTXR2 PE=1 SV=5
gene13777,LOC106925682,NA,sp|Q8N4G2|ARL14_HUMAN,92.29005261,-2.756808188,0.330242291,-8.34783511,6.95E-17,9.34E-15,ADP-ribosylation factor-like protein 14 OS=Homo sapiens GN=ARL14 PE=1 SV=2
gene14209,LOC106926165,NA,NA,418.3944146,1.477408266,0.177217953,8.336673786,7.64E-17,1.02E-14,NA
gene3922,LOC106914926,ENSPMEG00000012675,sp|P30536|TSPOA_HUMAN,560.7981717,0.809559268,0.097690942,8.286943027,1.16E-16,1.53E-14,Translocator protein OS=Homo sapiens GN=TSPO PE=1 SV=3
gene14210,LOC106926169,NA,NA,383.3777893,1.411452353,0.170316102,8.287251401,1.16E-16,1.53E-14,NA
gene29537,LOC106911525,ENSPMEG00000002066,sp|Q9H5J4|ELOV6_HUMAN,152.351057,1.489804631,0.18074992,8.242352928,1.69E-16,2.21E-14,Elongation of very long chain fatty acids protein 6 OS=Homo sapiens GN=ELOVL6 PE=1 SV=1
gene5608,LOC106916774,ENSPMEG00000014680,sp|A4D1S5|RAB19_HUMAN,340.4650157,-1.720974863,0.208913928,-8.237722009,1.76E-16,2.28E-14,Ras-related protein Rab-19 OS=Homo sapiens GN=RAB19 PE=2 SV=2
gene26133,LOC106907866,ENSPMEG00000014723,sp|Q13393|PLD1_HUMAN,1056.309295,1.39047806,0.169459868,8.205353162,2.30E-16,2.97E-14,Phospholipase D1 OS=Homo sapiens GN=PLD1 PE=1 SV=1
gene16607,LOC106928745,NA,sp|Q16651|PRSS8_HUMAN,7024.254404,-3.020120836,0.368268523,-8.200866072,2.39E-16,3.07E-14,Prostasin OS=Homo sapiens GN=PRSS8 PE=1 SV=1
gene10250,LOC106921849,ENSPMEG00000021054,sp|Q9HCM9|TRI39_HUMAN,216.4429971,2.736600658,0.334631508,8.17795275,2.89E-16,3.69E-14,E3 ubiquitin-protein ligase TRIM39 OS=Homo sapiens GN=TRIM39 PE=1 SV=2
gene3434,LOC106914393,ENSPMEG00000003459,sp|P13647|K2C5_HUMAN,20200.81359,-1.752740851,0.214501618,-8.171224377,3.05E-16,3.86E-14,"Keratin, type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3"
gene14613,LOC106926602,ENSPMEG00000020624,sp|P53007|TXTP_HUMAN,156.7102276,2.586658228,0.316568297,8.170932629,3.06E-16,3.86E-14,"Tricarboxylate transport protein, mitochondrial OS=Homo sapiens GN=SLC25A1 PE=1 SV=2"
gene18520,LOC106930784,ENSPMEG00000011960,sp|Q8TDD5|MCLN3_HUMAN,101.2809039,2.347592376,0.287935247,8.153195556,3.54E-16,4.40E-14,Mucolipin-3 OS=Homo sapiens GN=MCOLN3 PE=2 SV=1
gene3734,LOC106914719,ENSPMEG00000021588,sp|O60825|F262_HUMAN,1338.720431,-1.498180511,0.183727523,-8.154360816,3.51E-16,4.40E-14,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 OS=Homo sapiens GN=PFKFB2 PE=1 SV=2"
gene21875,clcn2,NA,sp|P51788|CLCN2_HUMAN,103.7339666,-2.894738795,0.355026241,-8.153591083,3.53E-16,4.40E-14,Chloride channel protein 2 OS=Homo sapiens GN=CLCN2 PE=1 SV=2
gene28202,LOC106910093,ENSPMEG00000018363,sp|O43490|PROM1_HUMAN,829.6850221,-2.011979964,0.24726373,-8.13697976,4.05E-16,5.00E-14,Prominin-1 OS=Homo sapiens GN=PROM1 PE=1 SV=1
gene31537,LOC106913626,ENSPMEG00000004617,sp|Q99719|SEPT5_HUMAN,159.8483689,-24.40791562,3.003356381,-8.126879574,4.40E-16,5.40E-14,Septin-5 OS=Homo sapiens GN=SEPT5 PE=1 SV=1
gene21014,LOC106933504,ENSPMEG00000009113,sp|Q14258|TRI25_HUMAN,84.88474846,-2.206600084,0.271760701,-8.119643772,4.68E-16,5.70E-14,E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens GN=TRIM25 PE=1 SV=2
gene16275,znf185,NA,sp|O15231|ZN185_HUMAN,532.9930129,1.297972104,0.160832017,8.070358951,7.01E-16,8.50E-14,Zinc finger protein 185 OS=Homo sapiens GN=ZNF185 PE=1 SV=3
gene18986,LOC106931287,ENSPMEG00000016158,sp|P51692|STA5B_HUMAN,558.348058,-1.06106861,0.131588049,-8.06356367,7.41E-16,8.93E-14,Signal transducer and activator of transcription 5B OS=Homo sapiens GN=STAT5B PE=1 SV=2
gene3744,LOC106914732,ENSPMEG00000021159,sp|P11413|G6PD_HUMAN,1870.626919,1.314726772,0.163147857,8.058498578,7.72E-16,9.26E-14,Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens GN=G6PD PE=1 SV=4
gene29153,LOC106911114,ENSPMEG00000011366,sp|O60635|TSN1_HUMAN,239.6356385,-1.677971609,0.208587072,-8.044465987,8.66E-16,1.03E-13,Tetraspanin-1 OS=Homo sapiens GN=TSPAN1 PE=1 SV=2
gene24972,LOC106906612,ENSPMEG00000011407,sp|Q16831|UPP1_HUMAN,261.8586192,4.445455299,0.5538704,8.026165144,1.01E-15,1.19E-13,Uridine phosphorylase 1 OS=Homo sapiens GN=UPP1 PE=1 SV=1
gene2980,LOC106913891,ENSPMEG00000006515,sp|Q8IZN3|ZDH14_HUMAN,436.8916099,-1.283954109,0.160656554,-7.99191862,1.33E-15,1.57E-13,Probable palmitoyltransferase ZDHHC14 OS=Homo sapiens GN=ZDHHC14 PE=1 SV=1
gene14513,LOC106926490,ENSPMEG00000023352,sp|P21145|MAL_HUMAN,77.18139703,-3.530795315,0.44211706,-7.98610964,1.39E-15,1.63E-13,Myelin and lymphocyte protein OS=Homo sapiens GN=MAL PE=1 SV=1
gene31332,LOC106913406,NA,sp|P55017|S12A3_HUMAN,16.01198998,7.470896759,0.93624857,7.979608189,1.47E-15,1.71E-13,Solute carrier family 12 member 3 OS=Homo sapiens GN=SLC12A3 PE=1 SV=3
gene21995,LOC106903400,ENSPMEG00000021736,NA,148.423985,2.764998626,0.348207075,7.940673316,2.01E-15,2.33E-13,NA
gene8377,LOC106919787,ENSPMEG00000005846,sp|P25325|THTM_HUMAN,418.8248211,1.665701872,0.210080868,7.928860402,2.21E-15,2.55E-13,3-mercaptopyruvate sulfurtransferase OS=Homo sapiens GN=MPST PE=1 SV=3
gene24026,LOC106905589,ENSPMEG00000019123,sp|Q8TB45|DPTOR_HUMAN,79.17534128,-2.314867687,0.29208499,-7.925322321,2.28E-15,2.61E-13,DEP domain-containing mTOR-interacting protein OS=Homo sapiens GN=DEPTOR PE=1 SV=2
gene29790,LOC106911800,ENSPMEG00000020110,sp|O75746|CMC1_HUMAN,218.7049938,-2.111802522,0.266555626,-7.922558425,2.33E-15,2.65E-13,Calcium-binding mitochondrial carrier protein Aralar1 OS=Homo sapiens GN=SLC25A12 PE=1 SV=2
gene2305,LOC106905527,ENSPMEG00000005801,sp|P15121|ALDR_HUMAN,42.57635922,4.820077663,0.608838007,7.916847514,2.44E-15,2.75E-13,Aldose reductase OS=Homo sapiens GN=AKR1B1 PE=1 SV=3
gene21861,LOC106903257,ENSPMEG00000007929,sp|Q9NZW5|MPP6_HUMAN,525.8497122,-1.616015467,0.204121342,-7.916935351,2.43E-15,2.75E-13,MAGUK p55 subfamily member 6 OS=Homo sapiens GN=MPP6 PE=1 SV=2
gene6795,LOC106918067,ENSPMEG00000017361,sp|Q9NSE2|CISH_HUMAN,44.84001309,-2.692420162,0.341231438,-7.890305125,3.01E-15,3.38E-13,Cytokine-inducible SH2-containing protein OS=Homo sapiens GN=CISH PE=1 SV=1
gene29170,LOC106911130,ENSPMEG00000010883,sp|O60844|ZG16_HUMAN,6855.637204,1.770241833,0.224544919,7.883686889,3.18E-15,3.55E-13,Zymogen granule membrane protein 16 OS=Homo sapiens GN=ZG16 PE=1 SV=2
gene12482,depdc7,ENSPMEG00000010340,sp|Q96QD5|DEPD7_HUMAN,550.8169337,-1.702348499,0.215961926,-7.882632497,3.21E-15,3.56E-13,DEP domain-containing protein 7 OS=Homo sapiens GN=DEPDC7 PE=2 SV=1
gene23852,LOC106905402,NA,sp|Q8IVY1|CA210_HUMAN,577.3978666,-1.795660257,0.227838371,-7.881289931,3.24E-15,3.58E-13,Type III endosome membrane protein TEMP OS=Homo sapiens GN=C1orf210 PE=3 SV=1
gene12045,LOC106923789,NA,sp|P01854|IGHE_HUMAN,34.08360681,-23.61394656,3.00402002,-7.860782021,3.82E-15,4.20E-13,Ig epsilon chain C region OS=Homo sapiens GN=IGHE PE=1 SV=1
gene89,LOC106918443,ENSPMEG00000020490,sp|O95267|GRP1_HUMAN,1243.316009,-1.149695245,0.146508526,-7.847292389,4.25E-15,4.65E-13,RAS guanyl-releasing protein 1 OS=Homo sapiens GN=RASGRP1 PE=1 SV=2
gene115,LOC106921524,NA,sp|O14493|CLD4_HUMAN,156.6676468,-4.85750885,0.623172526,-7.794805842,6.45E-15,7.02E-13,Claudin-4 OS=Homo sapiens GN=CLDN4 PE=1 SV=1
gene3157,LOC106914087,ENSPMEG00000019012,sp|O95415|BRI3_HUMAN,763.9358753,0.76961824,0.098788312,7.790579958,6.67E-15,7.22E-13,Brain protein I3 OS=Homo sapiens GN=BRI3 PE=2 SV=1
gene7883,LOC106919244,NA,NA,611.2392359,-1.862346496,0.239484702,-7.776473754,7.46E-15,8.03E-13,NA
gene28981,LOC106910925,NA,sp|P0CF74|LAC6_HUMAN,133.8863666,-1.956453713,0.251698575,-7.773002743,7.66E-15,8.21E-13,Ig lambda-6 chain C region OS=Homo sapiens GN=IGLC6 PE=4 SV=1
gene2565,LOC106908521,NA,sp|Q9NXI6|RN186_HUMAN,323.2961735,-1.85479935,0.239001329,-7.760623573,8.45E-15,9.01E-13,RING finger protein 186 OS=Homo sapiens GN=RNF186 PE=2 SV=1
gene16796,LOC106928938,ENSPMEG00000005147,sp|Q86UD5|SL9B2_HUMAN,111.1748971,-2.721768452,0.351066441,-7.752858521,8.98E-15,9.53E-13,Mitochondrial sodium/hydrogen exchanger 9B2 OS=Homo sapiens GN=SLC9B2 PE=1 SV=2
gene6026,msra,ENSPMEG00000001721,sp|Q9UJ68|MSRA_HUMAN,103.6108649,-1.600051701,0.206512319,-7.747972158,9.34E-15,9.81E-13,Mitochondrial peptide methionine sulfoxide reductase OS=Homo sapiens GN=MSRA PE=1 SV=1
gene11983,LOC106923716,ENSPMEG00000004958,sp|Q7RTR2|NLRC3_HUMAN,829.6558664,2.267876439,0.29270652,7.747953273,9.34E-15,9.81E-13,Protein NLRC3 OS=Homo sapiens GN=NLRC3 PE=2 SV=2
gene27331,LOC106909161,ENSPMEG00000022665,sp|O95415|BRI3_HUMAN,474.4942927,0.775182249,0.10009171,7.744719835,9.58E-15,1.00E-12,Brain protein I3 OS=Homo sapiens GN=BRI3 PE=2 SV=1
gene24168,LOC106905747,ENSPMEG00000000317,sp|Q7L8C5|SYT13_HUMAN,702.8322435,2.154616137,0.27864403,7.732504226,1.05E-14,1.10E-12,Synaptotagmin-13 OS=Homo sapiens GN=SYT13 PE=1 SV=1
gene19359,LOC106931696,ENSPMEG00000005058,sp|P61586|RHOA_HUMAN,1859.619683,1.527835532,0.198064765,7.713817916,1.22E-14,1.26E-12,Transforming protein RhoA OS=Homo sapiens GN=RHOA PE=1 SV=1
gene14857,mgst1,ENSPMEG00000011034,sp|P10620|MGST1_HUMAN,2109.666066,1.371488784,0.177891819,7.709678794,1.26E-14,1.30E-12,Microsomal glutathione S-transferase 1 OS=Homo sapiens GN=MGST1 PE=1 SV=1
gene21371,rnf152,ENSPMEG00000022457,sp|Q8N8N0|RN152_HUMAN,217.6684552,-1.281749432,0.167551469,-7.649884777,2.01E-14,2.06E-12,E3 ubiquitin-protein ligase RNF152 OS=Homo sapiens GN=RNF152 PE=1 SV=1
gene7117,LOC106918422,ENSPMEG00000003402,sp|P05783|K1C18_HUMAN,5831.322445,-1.428731991,0.186879046,-7.645223036,2.09E-14,2.13E-12,"Keratin, type I cytoskeletal 18 OS=Homo sapiens GN=KRT18 PE=1 SV=2"
gene7026,LOC106918320,ENSPMEG00000008240,sp|Q9NQX5|NPDC1_HUMAN,1607.761812,1.211354001,0.158566772,7.639393694,2.18E-14,2.20E-12,Neural proliferation differentiation and control protein 1 OS=Homo sapiens GN=NPDC1 PE=1 SV=2
gene31346,LOC106913422,NA,sp|Q9Y6R7|FCGBP_HUMAN,971.3298976,1.849639457,0.242104294,7.639845736,2.17E-14,2.20E-12,IgGFc-binding protein OS=Homo sapiens GN=FCGBP PE=1 SV=3
gene25442,trpm5,ENSPMEG00000014604,sp|Q9NZQ8|TRPM5_HUMAN,283.1827382,-1.334368673,0.174797893,-7.633780075,2.28E-14,2.29E-12,Transient receptor potential cation channel subfamily M member 5 OS=Homo sapiens GN=TRPM5 PE=2 SV=1
gene12403,LOC106924168,ENSPMEG00000011838,sp|Q9BZQ8|NIBAN_HUMAN,235.432261,0.873630813,0.114670387,7.618626195,2.56E-14,2.57E-12,Protein Niban OS=Homo sapiens GN=FAM129A PE=1 SV=1
gene19428,LOC106931768,ENSPMEG00000022489,sp|P08134|RHOC_HUMAN,781.0108493,0.969996664,0.12748412,7.608764661,2.77E-14,2.76E-12,Rho-related GTP-binding protein RhoC OS=Homo sapiens GN=RHOC PE=1 SV=1
gene2088,LOC106934088,ENSPMEG00000013988,sp|Q96KS0|EGLN2_HUMAN,285.8703659,1.572841385,0.206731795,7.608125227,2.78E-14,2.76E-12,Egl nine homolog 2 OS=Homo sapiens GN=EGLN2 PE=1 SV=1
gene7222,LOC106918536,ENSPMEG00000024107,sp|P06733|ENOA_HUMAN,10249.53208,0.644551038,0.084883973,7.593318424,3.12E-14,3.08E-12,Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2
gene19725,LOC106932088,ENSPMEG00000009132,sp|Q8N1W1|ARG28_HUMAN,191.010418,-1.562954324,0.205932771,-7.589633825,3.21E-14,3.15E-12,Rho guanine nucleotide exchange factor 28 OS=Homo sapiens GN=ARHGEF28 PE=1 SV=3
gene27758,apof,ENSPMEG00000012208,sp|Q13790|APOF_HUMAN,33.40705712,2.569857141,0.33879591,7.585266128,3.32E-14,3.24E-12,Apolipoprotein F OS=Homo sapiens GN=APOF PE=1 SV=2
gene15195,fasn,ENSPMEG00000016821,sp|P49327|FAS_HUMAN,986.6902581,1.444478082,0.190757042,7.57234472,3.67E-14,3.57E-12,Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3
gene31169,LOC106913230,NA,NA,139.7331256,1.446649831,0.191913408,7.538034187,4.77E-14,4.62E-12,NA
gene16556,bace2,ENSPMEG00000012582,sp|Q9Y5Z0|BACE2_HUMAN,1027.284288,1.752108198,0.232601603,7.532657457,4.97E-14,4.79E-12,Beta-secretase 2 OS=Homo sapiens GN=BACE2 PE=1 SV=1
gene14311,LOC106926268,ENSPMEG00000010672,sp|Q8N6F1|CLD19_HUMAN,620.0966152,1.918141825,0.254836465,7.526951954,5.19E-14,4.99E-12,Claudin-19 OS=Homo sapiens GN=CLDN19 PE=1 SV=2
gene29284,LOC106911256,ENSPMEG00000008415,sp|P63252|KCNJ2_HUMAN,57.41813361,-1.658697819,0.220651354,-7.517279148,5.59E-14,5.34E-12,Inward rectifier potassium channel 2 OS=Homo sapiens GN=KCNJ2 PE=1 SV=1
gene27297,LOC106909125,ENSPMEG00000024112,sp|Q04760|LGUL_HUMAN,75.39934564,2.179561942,0.290291315,7.50818859,6.00E-14,5.70E-12,Lactoylglutathione lyase OS=Homo sapiens GN=GLO1 PE=1 SV=4
gene2208,chac2,ENSPMEG00000010653,sp|Q8WUX2|CHAC2_HUMAN,435.2564617,2.526403878,0.337193423,7.492447087,6.76E-14,6.40E-12,Putative glutathione-specific gamma-glutamylcyclotransferase 2 OS=Homo sapiens GN=CHAC2 PE=2 SV=1
gene18975,LOC106931284,ENSPMEG00000016477,sp|P63252|KCNJ2_HUMAN,56.62685245,-1.647667255,0.220113816,-7.48552402,7.13E-14,6.72E-12,Inward rectifier potassium channel 2 OS=Homo sapiens GN=KCNJ2 PE=1 SV=1
gene21756,myo19,ENSPMEG00000011268,sp|Q96H55|MYO19_HUMAN,170.8604056,-2.091869737,0.279778861,-7.47686845,7.61E-14,7.15E-12,Unconventional myosin-XIX OS=Homo sapiens GN=MYO19 PE=1 SV=2
gene23093,LOC106904592,NA,sp|Q9BZZ2|SN_HUMAN,40.52349409,2.484665461,0.332604493,7.470330418,8.00E-14,7.48E-12,Sialoadhesin OS=Homo sapiens GN=SIGLEC1 PE=1 SV=2
gene1684,pmpcb,ENSPMEG00000006127,sp|O75439|MPPB_HUMAN,684.0789889,1.293104671,0.17352112,7.452145707,9.18E-14,8.55E-12,Mitochondrial-processing peptidase subunit beta OS=Homo sapiens GN=PMPCB PE=1 SV=2
gene11060,LOC106922697,ENSPMEG00000017156,sp|Q14032|BAAT_HUMAN,23.7721944,6.580238421,0.884070863,7.44311197,9.83E-14,9.11E-12,Bile acid-CoA:amino acid N-acyltransferase OS=Homo sapiens GN=BAAT PE=1 SV=1
gene10152,cldn5,ENSPMEG00000004136,sp|O00501|CLD5_HUMAN,724.1444885,2.100514481,0.282803496,7.427469989,1.11E-13,1.02E-11,Claudin-5 OS=Homo sapiens GN=CLDN5 PE=2 SV=1
